prompt,color,estilo,elemento,posicion,color_enc,estilo_enc,elemento_enc,posicion_enc
"Diseñar camiseta: elemento gráfico montaña, color verde, estilo deportivo, ubicación centrado",verde,deportivo,montaña,centrado,5,0,5,0
"Camiseta con imagen de guitarra, color verde, estilo retro, posición pecho",verde,retro,guitarra,pecho,5,2,3,3
"Camiseta color rojo, estilo retro, con estampado de lobo en zona pecho",rojo,retro,lobo,pecho,4,2,4,3
"Diseño de camiseta: gráfico de montaña, color blanco, estilo deportivo, posición pecho",blanco,deportivo,montaña,pecho,1,0,5,3
"Diseñar camiseta: elemento gráfico automóvil, color azul, estilo deportivo, ubicación espalda",azul,deportivo,automóvil,espalda,0,0,0,1
"Camiseta con imagen de árbol, color rojo, estilo minimalista, posición pecho",rojo,minimalista,árbol,pecho,4,1,9,3
"Diseñar camiseta: elemento gráfico calavera, color blanco, estilo vintage, ubicación centrado",blanco,vintage,calavera,centrado,1,4,1,0
Camiseta de color gris con motivo retro de árbol en la zona esquina,gris,retro,árbol,esquina,2,2,9,2
"Diseño de camiseta: gráfico de árbol, color azul, estilo retro, posición esquina",azul,retro,árbol,esquina,0,2,9,2
Camiseta de color verde con motivo retro de calavera en la zona pecho,verde,retro,calavera,pecho,5,2,1,3
"Diseñar camiseta: elemento gráfico automóvil, color negro, estilo minimalista, ubicación pecho",negro,minimalista,automóvil,pecho,3,1,0,3
"Diseño de camiseta: gráfico de dragón, color rojo, estilo deportivo, posición esquina",rojo,deportivo,dragón,esquina,4,0,2,2
"Crear camiseta de estilo vintage con motivo de texto en color gris, zona centrado",gris,vintage,texto,centrado,2,4,7,0
"Diseñar camiseta: elemento gráfico águila, color blanco, estilo deportivo, ubicación centrado",blanco,deportivo,águila,centrado,1,0,8,0
"Diseño de camiseta: gráfico de sol, color negro, estilo retro, posición pecho",negro,retro,sol,pecho,3,2,6,3
"Quiero estampado de árbol en zona espalda, color negro, estilo deportivo",negro,deportivo,árbol,espalda,3,0,9,1
"Generar camiseta de estilo urbano, color verde, imagen de águila en zona esquina",verde,urbano,águila,esquina,5,3,8,2
"Necesito una camiseta con gráfico de calavera en zona centrado, color negro, estilo urbano",negro,urbano,calavera,centrado,3,3,1,0
"Camiseta de color verde, diseño de texto, estilo vintage, zona centrado",verde,vintage,texto,centrado,5,4,7,0
Camiseta de color gris con motivo deportivo de guitarra en la zona espalda,gris,deportivo,guitarra,espalda,2,0,3,1
"Diseño de camiseta: gráfico de calavera, color azul, estilo urbano, posición esquina",azul,urbano,calavera,esquina,0,3,1,2
"Camiseta con imagen de lobo, color negro, estilo retro, posición esquina",negro,retro,lobo,esquina,3,2,4,2
Camiseta de color negro con motivo vintage de águila en la zona esquina,negro,vintage,águila,esquina,3,4,8,2
"Quiero estampado de montaña en zona esquina, color gris, estilo retro",gris,retro,montaña,esquina,2,2,5,2
"Diseño de camiseta: gráfico de calavera, color rojo, estilo retro, posición centrado",rojo,retro,calavera,centrado,4,2,1,0
"Diseño de camiseta: gráfico de sol, color verde, estilo vintage, posición centrado",verde,vintage,sol,centrado,5,4,6,0
"Quiero una camiseta con diseño de sol en estilo minimalista, color rojo, posición esquina",rojo,minimalista,sol,esquina,4,1,6,2
"Quiero diseño de guitarra en camiseta color gris, estilo minimalista, ubicado en espalda",gris,minimalista,guitarra,espalda,2,1,3,1
"Quiero estampado de árbol en zona centrado, color blanco, estilo vintage",blanco,vintage,árbol,centrado,1,4,9,0
"Diseñar camiseta: elemento gráfico montaña, color azul, estilo urbano, ubicación espalda",azul,urbano,montaña,espalda,0,3,5,1
"Camiseta con imagen de árbol, color verde, estilo deportivo, posición espalda",verde,deportivo,árbol,espalda,5,0,9,1
"Quiero diseño de texto en camiseta color rojo, estilo deportivo, ubicado en pecho",rojo,deportivo,texto,pecho,4,0,7,3
"Camiseta color verde, estilo urbano, con estampado de dragón en zona centrado",verde,urbano,dragón,centrado,5,3,2,0
"Crear camiseta de estilo urbano con motivo de árbol en color rojo, zona esquina",rojo,urbano,árbol,esquina,4,3,9,2
"Camiseta con estampado de lobo, color principal blanco, estilo visual deportivo, zona centrado",blanco,deportivo,lobo,centrado,1,0,4,0
"Quiero una camiseta con diseño de montaña en estilo deportivo, color blanco, posición espalda",blanco,deportivo,montaña,espalda,1,0,5,1
"Camiseta con estampado de árbol, color principal negro, estilo visual deportivo, zona centrado",negro,deportivo,árbol,centrado,3,0,9,0
"Generar camiseta de estilo vintage, color rojo, imagen de lobo en zona esquina",rojo,vintage,lobo,esquina,4,4,4,2
"Camiseta color azul, estilo retro, con estampado de guitarra en zona centrado",azul,retro,guitarra,centrado,0,2,3,0
Camiseta de color azul con motivo vintage de montaña en la zona centrado,azul,vintage,montaña,centrado,0,4,5,0
"Camiseta con estampado de lobo, color principal gris, estilo visual vintage, zona centrado",gris,vintage,lobo,centrado,2,4,4,0
"Diseño de camiseta: gráfico de águila, color negro, estilo deportivo, posición espalda",negro,deportivo,águila,espalda,3,0,8,1
"Crear camiseta de estilo minimalista con motivo de montaña en color verde, zona centrado",verde,minimalista,montaña,centrado,5,1,5,0
"Crear camiseta de estilo retro con motivo de guitarra en color negro, zona esquina",negro,retro,guitarra,esquina,3,2,3,2
"Crear camiseta de estilo vintage con motivo de lobo en color azul, zona pecho",azul,vintage,lobo,pecho,0,4,4,3
"Camiseta color verde, estilo retro, con estampado de árbol en zona pecho",verde,retro,árbol,pecho,5,2,9,3
"Camiseta de color negro, diseño de montaña, estilo retro, zona pecho",negro,retro,montaña,pecho,3,2,5,3
"Camiseta color negro, estilo urbano, con estampado de calavera en zona pecho",negro,urbano,calavera,pecho,3,3,1,3
"Necesito una camiseta con gráfico de montaña en zona centrado, color gris, estilo vintage",gris,vintage,montaña,centrado,2,4,5,0
Camiseta de color verde con motivo vintage de montaña en la zona centrado,verde,vintage,montaña,centrado,5,4,5,0
"Quiero diseño de guitarra en camiseta color blanco, estilo minimalista, ubicado en pecho",blanco,minimalista,guitarra,pecho,1,1,3,3
"Necesito una camiseta con gráfico de texto en zona espalda, color negro, estilo retro",negro,retro,texto,espalda,3,2,7,1
"Diseño de camiseta: gráfico de guitarra, color azul, estilo retro, posición pecho",azul,retro,guitarra,pecho,0,2,3,3
"Quiero una camiseta con diseño de texto en estilo vintage, color gris, posición esquina",gris,vintage,texto,esquina,2,4,7,2
"Quiero estampado de automóvil en zona espalda, color gris, estilo urbano",gris,urbano,automóvil,espalda,2,3,0,1
"Camiseta de color verde, diseño de texto, estilo minimalista, zona pecho",verde,minimalista,texto,pecho,5,1,7,3
"Camiseta con estampado de dragón, color principal negro, estilo visual deportivo, zona pecho",negro,deportivo,dragón,pecho,3,0,2,3
"Diseño para camiseta: árbol en posición espalda, color verde, estilo visual retro",verde,retro,árbol,espalda,5,2,9,1
"Quiero diseño de dragón en camiseta color gris, estilo urbano, ubicado en esquina",gris,urbano,dragón,esquina,2,3,2,2
"Crear camiseta de estilo urbano con motivo de águila en color blanco, zona espalda",blanco,urbano,águila,espalda,1,3,8,1
"Generar camiseta de estilo deportivo, color azul, imagen de calavera en zona esquina",azul,deportivo,calavera,esquina,0,0,1,2
"Quiero estampado de sol en zona pecho, color negro, estilo minimalista",negro,minimalista,sol,pecho,3,1,6,3
"Quiero diseño de texto en camiseta color blanco, estilo vintage, ubicado en pecho",blanco,vintage,texto,pecho,1,4,7,3
"Camiseta con estampado de texto, color principal azul, estilo visual urbano, zona pecho",azul,urbano,texto,pecho,0,3,7,3
"Camiseta de color verde, diseño de árbol, estilo urbano, zona pecho",verde,urbano,árbol,pecho,5,3,9,3
"Camiseta de color blanco, diseño de automóvil, estilo minimalista, zona espalda",blanco,minimalista,automóvil,espalda,1,1,0,1
"Generar camiseta de estilo retro, color verde, imagen de lobo en zona centrado",verde,retro,lobo,centrado,5,2,4,0
"Diseño de camiseta: gráfico de dragón, color azul, estilo retro, posición espalda",azul,retro,dragón,espalda,0,2,2,1
"Diseño para camiseta: calavera en posición pecho, color negro, estilo visual retro",negro,retro,calavera,pecho,3,2,1,3
"Camiseta de color negro, diseño de guitarra, estilo deportivo, zona pecho",negro,deportivo,guitarra,pecho,3,0,3,3
"Diseño para camiseta: texto en posición espalda, color azul, estilo visual vintage",azul,vintage,texto,espalda,0,4,7,1
"Camiseta color azul, estilo urbano, con estampado de lobo en zona pecho",azul,urbano,lobo,pecho,0,3,4,3
"Crear camiseta de estilo deportivo con motivo de sol en color negro, zona espalda",negro,deportivo,sol,espalda,3,0,6,1
"Camiseta con imagen de automóvil, color azul, estilo vintage, posición centrado",azul,vintage,automóvil,centrado,0,4,0,0
"Camiseta color blanco, estilo deportivo, con estampado de lobo en zona espalda",blanco,deportivo,lobo,espalda,1,0,4,1
"Quiero estampado de águila en zona pecho, color blanco, estilo minimalista",blanco,minimalista,águila,pecho,1,1,8,3
"Camiseta color gris, estilo minimalista, con estampado de guitarra en zona pecho",gris,minimalista,guitarra,pecho,2,1,3,3
"Quiero diseño de lobo en camiseta color negro, estilo vintage, ubicado en esquina",negro,vintage,lobo,esquina,3,4,4,2
"Quiero estampado de calavera en zona esquina, color blanco, estilo vintage",blanco,vintage,calavera,esquina,1,4,1,2
"Camiseta con estampado de árbol, color principal gris, estilo visual vintage, zona esquina",gris,vintage,árbol,esquina,2,4,9,2
"Diseño de camiseta: gráfico de texto, color rojo, estilo vintage, posición centrado",rojo,vintage,texto,centrado,4,4,7,0
"Crear camiseta de estilo vintage con motivo de árbol en color azul, zona pecho",azul,vintage,árbol,pecho,0,4,9,3
"Quiero estampado de guitarra en zona esquina, color azul, estilo retro",azul,retro,guitarra,esquina,0,2,3,2
"Quiero estampado de águila en zona espalda, color blanco, estilo minimalista",blanco,minimalista,águila,espalda,1,1,8,1
"Diseño para camiseta: automóvil en posición esquina, color verde, estilo visual deportivo",verde,deportivo,automóvil,esquina,5,0,0,2
"Diseño para camiseta: dragón en posición esquina, color blanco, estilo visual vintage",blanco,vintage,dragón,esquina,1,4,2,2
"Necesito una camiseta con gráfico de lobo en zona espalda, color verde, estilo urbano",verde,urbano,lobo,espalda,5,3,4,1
"Quiero una camiseta con diseño de águila en estilo retro, color azul, posición pecho",azul,retro,águila,pecho,0,2,8,3
"Camiseta con estampado de montaña, color principal verde, estilo visual urbano, zona espalda",verde,urbano,montaña,espalda,5,3,5,1
"Camiseta de color blanco, diseño de dragón, estilo deportivo, zona esquina",blanco,deportivo,dragón,esquina,1,0,2,2
"Quiero una camiseta con diseño de automóvil en estilo minimalista, color gris, posición centrado",gris,minimalista,automóvil,centrado,2,1,0,0
"Camiseta con estampado de árbol, color principal gris, estilo visual retro, zona espalda",gris,retro,árbol,espalda,2,2,9,1
"Diseño de camiseta: gráfico de texto, color rojo, estilo minimalista, posición esquina",rojo,minimalista,texto,esquina,4,1,7,2
"Crear camiseta de estilo minimalista con motivo de automóvil en color verde, zona esquina",verde,minimalista,automóvil,esquina,5,1,0,2
"Diseño para camiseta: montaña en posición centrado, color gris, estilo visual deportivo",gris,deportivo,montaña,centrado,2,0,5,0
"Diseño para camiseta: calavera en posición centrado, color negro, estilo visual deportivo",negro,deportivo,calavera,centrado,3,0,1,0
"Camiseta color azul, estilo retro, con estampado de calavera en zona pecho",azul,retro,calavera,pecho,0,2,1,3
"Crear camiseta de estilo vintage con motivo de guitarra en color verde, zona espalda",verde,vintage,guitarra,espalda,5,4,3,1
"Necesito una camiseta con gráfico de árbol en zona pecho, color azul, estilo urbano",azul,urbano,árbol,pecho,0,3,9,3
"Camiseta con estampado de texto, color principal azul, estilo visual deportivo, zona espalda",azul,deportivo,texto,espalda,0,0,7,1
"Generar camiseta de estilo vintage, color verde, imagen de águila en zona espalda",verde,vintage,águila,espalda,5,4,8,1
"Quiero diseño de lobo en camiseta color azul, estilo vintage, ubicado en espalda",azul,vintage,lobo,espalda,0,4,4,1
"Diseñar camiseta: elemento gráfico montaña, color verde, estilo vintage, ubicación espalda",verde,vintage,montaña,espalda,5,4,5,1
"Diseño de camiseta: gráfico de texto, color blanco, estilo urbano, posición centrado",blanco,urbano,texto,centrado,1,3,7,0
"Diseñar camiseta: elemento gráfico guitarra, color negro, estilo minimalista, ubicación espalda",negro,minimalista,guitarra,espalda,3,1,3,1
"Quiero diseño de lobo en camiseta color azul, estilo retro, ubicado en pecho",azul,retro,lobo,pecho,0,2,4,3
"Camiseta color verde, estilo deportivo, con estampado de automóvil en zona esquina",verde,deportivo,automóvil,esquina,5,0,0,2
Camiseta de color gris con motivo minimalista de dragón en la zona pecho,gris,minimalista,dragón,pecho,2,1,2,3
"Camiseta con estampado de árbol, color principal verde, estilo visual minimalista, zona centrado",verde,minimalista,árbol,centrado,5,1,9,0
"Quiero diseño de águila en camiseta color rojo, estilo deportivo, ubicado en esquina",rojo,deportivo,águila,esquina,4,0,8,2
"Diseñar camiseta: elemento gráfico texto, color blanco, estilo urbano, ubicación esquina",blanco,urbano,texto,esquina,1,3,7,2
"Crear camiseta de estilo minimalista con motivo de lobo en color verde, zona esquina",verde,minimalista,lobo,esquina,5,1,4,2
"Camiseta de color rojo, diseño de dragón, estilo retro, zona esquina",rojo,retro,dragón,esquina,4,2,2,2
"Camiseta con imagen de lobo, color azul, estilo retro, posición centrado",azul,retro,lobo,centrado,0,2,4,0
"Camiseta de color gris, diseño de dragón, estilo urbano, zona espalda",gris,urbano,dragón,espalda,2,3,2,1
"Diseño para camiseta: montaña en posición espalda, color verde, estilo visual vintage",verde,vintage,montaña,espalda,5,4,5,1
"Camiseta con imagen de texto, color blanco, estilo urbano, posición esquina",blanco,urbano,texto,esquina,1,3,7,2
"Camiseta con imagen de guitarra, color gris, estilo retro, posición espalda",gris,retro,guitarra,espalda,2,2,3,1
"Necesito una camiseta con gráfico de árbol en zona esquina, color verde, estilo deportivo",verde,deportivo,árbol,esquina,5,0,9,2
"Diseño para camiseta: calavera en posición centrado, color blanco, estilo visual retro",blanco,retro,calavera,centrado,1,2,1,0
Camiseta de color blanco con motivo vintage de montaña en la zona centrado,blanco,vintage,montaña,centrado,1,4,5,0
"Diseño de camiseta: gráfico de sol, color negro, estilo urbano, posición pecho",negro,urbano,sol,pecho,3,3,6,3
"Camiseta con imagen de guitarra, color rojo, estilo vintage, posición espalda",rojo,vintage,guitarra,espalda,4,4,3,1
"Generar camiseta de estilo deportivo, color negro, imagen de guitarra en zona espalda",negro,deportivo,guitarra,espalda,3,0,3,1
"Diseñar camiseta: elemento gráfico lobo, color negro, estilo urbano, ubicación centrado",negro,urbano,lobo,centrado,3,3,4,0
"Quiero una camiseta con diseño de árbol en estilo minimalista, color verde, posición esquina",verde,minimalista,árbol,esquina,5,1,9,2
"Diseño de camiseta: gráfico de lobo, color blanco, estilo minimalista, posición esquina",blanco,minimalista,lobo,esquina,1,1,4,2
"Diseñar camiseta: elemento gráfico texto, color gris, estilo retro, ubicación esquina",gris,retro,texto,esquina,2,2,7,2
"Crear camiseta de estilo deportivo con motivo de guitarra en color negro, zona espalda",negro,deportivo,guitarra,espalda,3,0,3,1
"Crear camiseta de estilo retro con motivo de montaña en color rojo, zona espalda",rojo,retro,montaña,espalda,4,2,5,1
Camiseta de color verde con motivo urbano de lobo en la zona espalda,verde,urbano,lobo,espalda,5,3,4,1
"Camiseta con estampado de lobo, color principal rojo, estilo visual minimalista, zona pecho",rojo,minimalista,lobo,pecho,4,1,4,3
"Camiseta con estampado de lobo, color principal gris, estilo visual vintage, zona pecho",gris,vintage,lobo,pecho,2,4,4,3
"Quiero estampado de montaña en zona centrado, color blanco, estilo minimalista",blanco,minimalista,montaña,centrado,1,1,5,0
"Camiseta color azul, estilo deportivo, con estampado de guitarra en zona centrado",azul,deportivo,guitarra,centrado,0,0,3,0
"Quiero una camiseta con diseño de árbol en estilo deportivo, color gris, posición esquina",gris,deportivo,árbol,esquina,2,0,9,2
"Quiero una camiseta con diseño de lobo en estilo minimalista, color azul, posición pecho",azul,minimalista,lobo,pecho,0,1,4,3
"Quiero diseño de árbol en camiseta color blanco, estilo deportivo, ubicado en espalda",blanco,deportivo,árbol,espalda,1,0,9,1
"Camiseta color gris, estilo vintage, con estampado de texto en zona centrado",gris,vintage,texto,centrado,2,4,7,0
Camiseta de color verde con motivo vintage de sol en la zona esquina,verde,vintage,sol,esquina,5,4,6,2
"Generar camiseta de estilo urbano, color verde, imagen de calavera en zona esquina",verde,urbano,calavera,esquina,5,3,1,2
"Diseño de camiseta: gráfico de sol, color negro, estilo minimalista, posición espalda",negro,minimalista,sol,espalda,3,1,6,1
"Diseño para camiseta: águila en posición centrado, color negro, estilo visual urbano",negro,urbano,águila,centrado,3,3,8,0
"Camiseta color rojo, estilo vintage, con estampado de guitarra en zona esquina",rojo,vintage,guitarra,esquina,4,4,3,2
"Quiero una camiseta con diseño de lobo en estilo vintage, color negro, posición centrado",negro,vintage,lobo,centrado,3,4,4,0
"Necesito una camiseta con gráfico de automóvil en zona centrado, color negro, estilo deportivo",negro,deportivo,automóvil,centrado,3,0,0,0
"Crear camiseta de estilo minimalista con motivo de sol en color azul, zona espalda",azul,minimalista,sol,espalda,0,1,6,1
"Quiero estampado de texto en zona pecho, color azul, estilo deportivo",azul,deportivo,texto,pecho,0,0,7,3
"Camiseta color verde, estilo urbano, con estampado de montaña en zona esquina",verde,urbano,montaña,esquina,5,3,5,2
"Camiseta con estampado de calavera, color principal gris, estilo visual urbano, zona centrado",gris,urbano,calavera,centrado,2,3,1,0
"Necesito una camiseta con gráfico de lobo en zona esquina, color verde, estilo vintage",verde,vintage,lobo,esquina,5,4,4,2
"Quiero diseño de montaña en camiseta color rojo, estilo minimalista, ubicado en centrado",rojo,minimalista,montaña,centrado,4,1,5,0
"Diseño para camiseta: dragón en posición centrado, color blanco, estilo visual urbano",blanco,urbano,dragón,centrado,1,3,2,0
"Diseño de camiseta: gráfico de texto, color rojo, estilo vintage, posición espalda",rojo,vintage,texto,espalda,4,4,7,1
"Quiero estampado de automóvil en zona centrado, color blanco, estilo minimalista",blanco,minimalista,automóvil,centrado,1,1,0,0
Camiseta de color negro con motivo retro de guitarra en la zona espalda,negro,retro,guitarra,espalda,3,2,3,1
"Camiseta color negro, estilo deportivo, con estampado de texto en zona esquina",negro,deportivo,texto,esquina,3,0,7,2
"Quiero estampado de montaña en zona espalda, color gris, estilo deportivo",gris,deportivo,montaña,espalda,2,0,5,1
"Quiero estampado de sol en zona centrado, color blanco, estilo retro",blanco,retro,sol,centrado,1,2,6,0
"Camiseta de color gris, diseño de árbol, estilo minimalista, zona esquina",gris,minimalista,árbol,esquina,2,1,9,2
"Camiseta color gris, estilo minimalista, con estampado de águila en zona pecho",gris,minimalista,águila,pecho,2,1,8,3
"Crear camiseta de estilo urbano con motivo de lobo en color gris, zona espalda",gris,urbano,lobo,espalda,2,3,4,1
"Quiero diseño de árbol en camiseta color azul, estilo deportivo, ubicado en pecho",azul,deportivo,árbol,pecho,0,0,9,3
"Camiseta con estampado de automóvil, color principal gris, estilo visual urbano, zona espalda",gris,urbano,automóvil,espalda,2,3,0,1
"Necesito una camiseta con gráfico de texto en zona espalda, color blanco, estilo retro",blanco,retro,texto,espalda,1,2,7,1
"Necesito una camiseta con gráfico de dragón en zona esquina, color negro, estilo minimalista",negro,minimalista,dragón,esquina,3,1,2,2
"Quiero una camiseta con diseño de guitarra en estilo vintage, color gris, posición pecho",gris,vintage,guitarra,pecho,2,4,3,3
"Generar camiseta de estilo vintage, color gris, imagen de dragón en zona esquina",gris,vintage,dragón,esquina,2,4,2,2
"Diseño de camiseta: gráfico de texto, color verde, estilo retro, posición esquina",verde,retro,texto,esquina,5,2,7,2
"Necesito una camiseta con gráfico de calavera en zona pecho, color blanco, estilo vintage",blanco,vintage,calavera,pecho,1,4,1,3
"Quiero diseño de sol en camiseta color verde, estilo deportivo, ubicado en centrado",verde,deportivo,sol,centrado,5,0,6,0
"Camiseta con estampado de árbol, color principal rojo, estilo visual retro, zona centrado",rojo,retro,árbol,centrado,4,2,9,0
"Generar camiseta de estilo minimalista, color gris, imagen de dragón en zona pecho",gris,minimalista,dragón,pecho,2,1,2,3
"Necesito una camiseta con gráfico de automóvil en zona esquina, color negro, estilo vintage",negro,vintage,automóvil,esquina,3,4,0,2
"Camiseta con imagen de lobo, color azul, estilo deportivo, posición centrado",azul,deportivo,lobo,centrado,0,0,4,0
Camiseta de color negro con motivo retro de árbol en la zona pecho,negro,retro,árbol,pecho,3,2,9,3
"Camiseta con imagen de árbol, color blanco, estilo deportivo, posición centrado",blanco,deportivo,árbol,centrado,1,0,9,0
"Diseño de camiseta: gráfico de montaña, color gris, estilo vintage, posición esquina",gris,vintage,montaña,esquina,2,4,5,2
"Camiseta con imagen de automóvil, color verde, estilo minimalista, posición pecho",verde,minimalista,automóvil,pecho,5,1,0,3
"Quiero diseño de águila en camiseta color verde, estilo urbano, ubicado en espalda",verde,urbano,águila,espalda,5,3,8,1
"Diseño de camiseta: gráfico de montaña, color blanco, estilo deportivo, posición centrado",blanco,deportivo,montaña,centrado,1,0,5,0
"Camiseta con estampado de águila, color principal verde, estilo visual retro, zona centrado",verde,retro,águila,centrado,5,2,8,0
"Camiseta de color verde, diseño de dragón, estilo minimalista, zona espalda",verde,minimalista,dragón,espalda,5,1,2,1
"Camiseta con imagen de texto, color gris, estilo deportivo, posición pecho",gris,deportivo,texto,pecho,2,0,7,3
"Camiseta color gris, estilo minimalista, con estampado de texto en zona pecho",gris,minimalista,texto,pecho,2,1,7,3
"Crear camiseta de estilo urbano con motivo de montaña en color gris, zona centrado",gris,urbano,montaña,centrado,2,3,5,0
"Necesito una camiseta con gráfico de guitarra en zona esquina, color azul, estilo retro",azul,retro,guitarra,esquina,0,2,3,2
"Camiseta de color verde, diseño de calavera, estilo retro, zona espalda",verde,retro,calavera,espalda,5,2,1,1
"Crear camiseta de estilo minimalista con motivo de montaña en color negro, zona espalda",negro,minimalista,montaña,espalda,3,1,5,1
"Quiero diseño de dragón en camiseta color rojo, estilo vintage, ubicado en pecho",rojo,vintage,dragón,pecho,4,4,2,3
"Necesito una camiseta con gráfico de automóvil en zona pecho, color rojo, estilo minimalista",rojo,minimalista,automóvil,pecho,4,1,0,3
"Diseñar camiseta: elemento gráfico montaña, color rojo, estilo minimalista, ubicación esquina",rojo,minimalista,montaña,esquina,4,1,5,2
"Quiero diseño de montaña en camiseta color azul, estilo vintage, ubicado en espalda",azul,vintage,montaña,espalda,0,4,5,1
"Necesito una camiseta con gráfico de dragón en zona espalda, color rojo, estilo vintage",rojo,vintage,dragón,espalda,4,4,2,1
"Generar camiseta de estilo vintage, color verde, imagen de águila en zona esquina",verde,vintage,águila,esquina,5,4,8,2
"Camiseta con estampado de águila, color principal blanco, estilo visual urbano, zona esquina",blanco,urbano,águila,esquina,1,3,8,2
Camiseta de color azul con motivo retro de dragón en la zona centrado,azul,retro,dragón,centrado,0,2,2,0
"Quiero una camiseta con diseño de árbol en estilo retro, color gris, posición pecho",gris,retro,árbol,pecho,2,2,9,3
"Camiseta color blanco, estilo vintage, con estampado de lobo en zona centrado",blanco,vintage,lobo,centrado,1,4,4,0
"Quiero una camiseta con diseño de guitarra en estilo deportivo, color verde, posición pecho",verde,deportivo,guitarra,pecho,5,0,3,3
"Quiero estampado de árbol en zona centrado, color verde, estilo urbano",verde,urbano,árbol,centrado,5,3,9,0
"Camiseta con imagen de árbol, color gris, estilo deportivo, posición centrado",gris,deportivo,árbol,centrado,2,0,9,0
"Quiero una camiseta con diseño de árbol en estilo urbano, color azul, posición centrado",azul,urbano,árbol,centrado,0,3,9,0
"Camiseta con estampado de árbol, color principal negro, estilo visual minimalista, zona pecho",negro,minimalista,árbol,pecho,3,1,9,3
"Generar camiseta de estilo retro, color blanco, imagen de dragón en zona esquina",blanco,retro,dragón,esquina,1,2,2,2
"Diseño de camiseta: gráfico de guitarra, color blanco, estilo urbano, posición espalda",blanco,urbano,guitarra,espalda,1,3,3,1
"Diseñar camiseta: elemento gráfico dragón, color rojo, estilo urbano, ubicación pecho",rojo,urbano,dragón,pecho,4,3,2,3
"Crear camiseta de estilo urbano con motivo de texto en color rojo, zona esquina",rojo,urbano,texto,esquina,4,3,7,2
"Diseño para camiseta: automóvil en posición pecho, color verde, estilo visual deportivo",verde,deportivo,automóvil,pecho,5,0,0,3
"Quiero diseño de montaña en camiseta color azul, estilo minimalista, ubicado en espalda",azul,minimalista,montaña,espalda,0,1,5,1
"Diseño para camiseta: texto en posición centrado, color rojo, estilo visual minimalista",rojo,minimalista,texto,centrado,4,1,7,0
"Quiero una camiseta con diseño de dragón en estilo vintage, color blanco, posición centrado",blanco,vintage,dragón,centrado,1,4,2,0
"Camiseta color rojo, estilo minimalista, con estampado de águila en zona espalda",rojo,minimalista,águila,espalda,4,1,8,1
"Camiseta con estampado de automóvil, color principal gris, estilo visual deportivo, zona centrado",gris,deportivo,automóvil,centrado,2,0,0,0
"Camiseta con estampado de lobo, color principal blanco, estilo visual minimalista, zona centrado",blanco,minimalista,lobo,centrado,1,1,4,0
"Camiseta con imagen de lobo, color verde, estilo minimalista, posición esquina",verde,minimalista,lobo,esquina,5,1,4,2
"Diseño para camiseta: guitarra en posición esquina, color rojo, estilo visual retro",rojo,retro,guitarra,esquina,4,2,3,2
"Diseño para camiseta: sol en posición esquina, color rojo, estilo visual urbano",rojo,urbano,sol,esquina,4,3,6,2
"Necesito una camiseta con gráfico de dragón en zona esquina, color gris, estilo urbano",gris,urbano,dragón,esquina,2,3,2,2
"Quiero diseño de automóvil en camiseta color negro, estilo minimalista, ubicado en espalda",negro,minimalista,automóvil,espalda,3,1,0,1
"Camiseta de color gris, diseño de texto, estilo retro, zona espalda",gris,retro,texto,espalda,2,2,7,1
"Camiseta con estampado de texto, color principal blanco, estilo visual vintage, zona espalda",blanco,vintage,texto,espalda,1,4,7,1
"Camiseta con imagen de texto, color azul, estilo vintage, posición pecho",azul,vintage,texto,pecho,0,4,7,3
"Diseño para camiseta: sol en posición espalda, color rojo, estilo visual urbano",rojo,urbano,sol,espalda,4,3,6,1
"Quiero diseño de texto en camiseta color azul, estilo deportivo, ubicado en espalda",azul,deportivo,texto,espalda,0,0,7,1
"Quiero estampado de texto en zona centrado, color gris, estilo retro",gris,retro,texto,centrado,2,2,7,0
"Diseño de camiseta: gráfico de árbol, color blanco, estilo deportivo, posición esquina",blanco,deportivo,árbol,esquina,1,0,9,2
"Camiseta con imagen de automóvil, color gris, estilo minimalista, posición esquina",gris,minimalista,automóvil,esquina,2,1,0,2
"Generar camiseta de estilo minimalista, color rojo, imagen de dragón en zona pecho",rojo,minimalista,dragón,pecho,4,1,2,3
"Crear camiseta de estilo urbano con motivo de montaña en color blanco, zona esquina",blanco,urbano,montaña,esquina,1,3,5,2
"Diseño de camiseta: gráfico de árbol, color verde, estilo urbano, posición centrado",verde,urbano,árbol,centrado,5,3,9,0
"Camiseta con imagen de lobo, color blanco, estilo vintage, posición esquina",blanco,vintage,lobo,esquina,1,4,4,2
"Camiseta color blanco, estilo retro, con estampado de sol en zona espalda",blanco,retro,sol,espalda,1,2,6,1
"Camiseta con estampado de sol, color principal blanco, estilo visual deportivo, zona pecho",blanco,deportivo,sol,pecho,1,0,6,3
"Quiero diseño de calavera en camiseta color rojo, estilo retro, ubicado en esquina",rojo,retro,calavera,esquina,4,2,1,2
"Camiseta color verde, estilo minimalista, con estampado de montaña en zona esquina",verde,minimalista,montaña,esquina,5,1,5,2
"Necesito una camiseta con gráfico de águila en zona centrado, color blanco, estilo vintage",blanco,vintage,águila,centrado,1,4,8,0
"Diseño de camiseta: gráfico de águila, color verde, estilo deportivo, posición pecho",verde,deportivo,águila,pecho,5,0,8,3
"Quiero diseño de montaña en camiseta color negro, estilo urbano, ubicado en espalda",negro,urbano,montaña,espalda,3,3,5,1
