prompt,color,estilo,elemento,posicion
"Camiseta con estampado de texto, color principal blanco, estilo visual vintage, zona pecho",blanco,vintage,texto,pecho
"Camiseta con imagen de texto, color blanco, estilo vintage, posición esquina",blanco,vintage,texto,esquina
"Camiseta con estampado de texto, color principal blanco, estilo visual vintage, zona espalda",blanco,vintage,texto,espalda
"Camiseta de color blanco, diseño de montaña, estilo urbano, zona centrado",blanco,urbano,montaña,centrado
"Quiero una camiseta con diseño de montaña en estilo urbano, color blanco, posición pecho",blanco,urbano,montaña,pecho
"Crear camiseta de estilo urbano con motivo de montaña en color blanco, zona esquina",blanco,urbano,montaña,esquina
"Diseño de camiseta: gráfico de montaña, color blanco, estilo urbano, posición espalda",blanco,urbano,montaña,espalda
"Camiseta de color blanco, diseño de guitarra, estilo urbano, zona centrado",blanco,urbano,guitarra,centrado
"Camiseta con estampado de guitarra, color principal blanco, estilo visual urbano, zona pecho",blanco,urbano,guitarra,pecho
"Quiero una camiseta con diseño de guitarra en estilo urbano, color blanco, posición esquina",blanco,urbano,guitarra,esquina
"Camiseta de color blanco, diseño de guitarra, estilo urbano, zona espalda",blanco,urbano,guitarra,espalda
"Quiero diseño de calavera en camiseta color blanco, estilo urbano, ubicado en centrado",blanco,urbano,calavera,centrado
"Generar camiseta de estilo urbano, color blanco, imagen de calavera en zona pecho",blanco,urbano,calavera,pecho
"Quiero una camiseta con diseño de calavera en estilo urbano, color blanco, posición esquina",blanco,urbano,calavera,esquina
"Quiero estampado de calavera en zona espalda, color blanco, estilo urbano",blanco,urbano,calavera,espalda
"Camiseta con estampado de lobo, color principal blanco, estilo visual urbano, zona centrado",blanco,urbano,lobo,centrado
"Necesito una camiseta con gráfico de lobo en zona pecho, color blanco, estilo urbano",blanco,urbano,lobo,pecho
"Diseño de camiseta: gráfico de lobo, color blanco, estilo urbano, posición esquina",blanco,urbano,lobo,esquina
"Camiseta color blanco, estilo urbano, con estampado de lobo en zona espalda",blanco,urbano,lobo,espalda
"Camiseta con estampado de águila, color principal blanco, estilo visual urbano, zona centrado",blanco,urbano,águila,centrado
"Quiero estampado de águila en zona pecho, color blanco, estilo urbano",blanco,urbano,águila,pecho
"Diseñar camiseta: elemento gráfico águila, color blanco, estilo urbano, ubicación esquina",blanco,urbano,águila,esquina
"Crear camiseta de estilo urbano con motivo de águila en color blanco, zona espalda",blanco,urbano,águila,espalda
"Camiseta con imagen de sol, color blanco, estilo urbano, posición centrado",blanco,urbano,sol,centrado
"Camiseta con imagen de sol, color blanco, estilo urbano, posición pecho",blanco,urbano,sol,pecho
"Camiseta color blanco, estilo urbano, con estampado de sol en zona esquina",blanco,urbano,sol,esquina
"Camiseta con estampado de sol, color principal blanco, estilo visual urbano, zona espalda",blanco,urbano,sol,espalda
Camiseta de color blanco con motivo urbano de árbol en la zona centrado,blanco,urbano,árbol,centrado
"Camiseta color blanco, estilo urbano, con estampado de árbol en zona pecho",blanco,urbano,árbol,pecho
Camiseta de color blanco con motivo urbano de árbol en la zona esquina,blanco,urbano,árbol,esquina
"Diseño para camiseta: árbol en posición espalda, color blanco, estilo visual urbano",blanco,urbano,árbol,espalda
"Camiseta con estampado de automóvil, color principal blanco, estilo visual urbano, zona centrado",blanco,urbano,automóvil,centrado
"Quiero una camiseta con diseño de automóvil en estilo urbano, color blanco, posición pecho",blanco,urbano,automóvil,pecho
"Quiero una camiseta con diseño de automóvil en estilo urbano, color blanco, posición esquina",blanco,urbano,automóvil,esquina
"Diseño de camiseta: gráfico de automóvil, color blanco, estilo urbano, posición espalda",blanco,urbano,automóvil,espalda
"Diseño para camiseta: dragón en posición centrado, color blanco, estilo visual urbano",blanco,urbano,dragón,centrado
"Generar camiseta de estilo urbano, color blanco, imagen de dragón en zona pecho",blanco,urbano,dragón,pecho
"Diseño para camiseta: dragón en posición esquina, color blanco, estilo visual urbano",blanco,urbano,dragón,esquina
"Diseño para camiseta: dragón en posición espalda, color blanco, estilo visual urbano",blanco,urbano,dragón,espalda
"Camiseta color blanco, estilo urbano, con estampado de texto en zona centrado",blanco,urbano,texto,centrado
"Quiero diseño de texto en camiseta color blanco, estilo urbano, ubicado en pecho",blanco,urbano,texto,pecho
"Crear camiseta de estilo urbano con motivo de texto en color blanco, zona esquina",blanco,urbano,texto,esquina
"Camiseta de color blanco, diseño de texto, estilo urbano, zona espalda",blanco,urbano,texto,espalda
"Diseño de camiseta: gráfico de montaña, color blanco, estilo deportivo, posición centrado",blanco,deportivo,montaña,centrado
"Diseño de camiseta: gráfico de montaña, color blanco, estilo deportivo, posición pecho",blanco,deportivo,montaña,pecho
"Diseño de camiseta: gráfico de montaña, color blanco, estilo deportivo, posición esquina",blanco,deportivo,montaña,esquina
"Quiero una camiseta con diseño de montaña en estilo deportivo, color blanco, posición espalda",blanco,deportivo,montaña,espalda
"Camiseta de color blanco, diseño de guitarra, estilo deportivo, zona centrado",blanco,deportivo,guitarra,centrado
"Diseño para camiseta: guitarra en posición pecho, color blanco, estilo visual deportivo",blanco,deportivo,guitarra,pecho
"Crear camiseta de estilo deportivo con motivo de guitarra en color blanco, zona esquina",blanco,deportivo,guitarra,esquina
"Generar camiseta de estilo deportivo, color blanco, imagen de guitarra en zona espalda",blanco,deportivo,guitarra,espalda
Camiseta de color blanco con motivo deportivo de calavera en la zona centrado,blanco,deportivo,calavera,centrado
"Quiero diseño de calavera en camiseta color blanco, estilo deportivo, ubicado en pecho",blanco,deportivo,calavera,pecho
"Quiero una camiseta con diseño de calavera en estilo deportivo, color blanco, posición esquina",blanco,deportivo,calavera,esquina
"Camiseta con estampado de calavera, color principal blanco, estilo visual deportivo, zona espalda",blanco,deportivo,calavera,espalda
"Camiseta con estampado de lobo, color principal blanco, estilo visual deportivo, zona centrado",blanco,deportivo,lobo,centrado
"Camiseta con estampado de lobo, color principal blanco, estilo visual deportivo, zona pecho",blanco,deportivo,lobo,pecho
"Quiero estampado de lobo en zona esquina, color blanco, estilo deportivo",blanco,deportivo,lobo,esquina
"Camiseta color blanco, estilo deportivo, con estampado de lobo en zona espalda",blanco,deportivo,lobo,espalda
"Diseñar camiseta: elemento gráfico águila, color blanco, estilo deportivo, ubicación centrado",blanco,deportivo,águila,centrado
"Diseño para camiseta: águila en posición pecho, color blanco, estilo visual deportivo",blanco,deportivo,águila,pecho
"Diseñar camiseta: elemento gráfico águila, color blanco, estilo deportivo, ubicación esquina",blanco,deportivo,águila,esquina
"Necesito una camiseta con gráfico de águila en zona espalda, color blanco, estilo deportivo",blanco,deportivo,águila,espalda
"Camiseta color blanco, estilo deportivo, con estampado de sol en zona centrado",blanco,deportivo,sol,centrado
"Camiseta con estampado de sol, color principal blanco, estilo visual deportivo, zona pecho",blanco,deportivo,sol,pecho
"Quiero diseño de sol en camiseta color blanco, estilo deportivo, ubicado en esquina",blanco,deportivo,sol,esquina
"Quiero una camiseta con diseño de sol en estilo deportivo, color blanco, posición espalda",blanco,deportivo,sol,espalda
"Camiseta color blanco, estilo deportivo, con estampado de árbol en zona centrado",blanco,deportivo,árbol,centrado
Camiseta de color blanco con motivo deportivo de árbol en la zona pecho,blanco,deportivo,árbol,pecho
"Quiero diseño de árbol en camiseta color blanco, estilo deportivo, ubicado en esquina",blanco,deportivo,árbol,esquina
"Quiero diseño de árbol en camiseta color blanco, estilo deportivo, ubicado en espalda",blanco,deportivo,árbol,espalda
"Quiero estampado de automóvil en zona centrado, color blanco, estilo deportivo",blanco,deportivo,automóvil,centrado
"Quiero una camiseta con diseño de automóvil en estilo deportivo, color blanco, posición pecho",blanco,deportivo,automóvil,pecho
"Camiseta de color blanco, diseño de automóvil, estilo deportivo, zona esquina",blanco,deportivo,automóvil,esquina
"Diseño de camiseta: gráfico de automóvil, color blanco, estilo deportivo, posición espalda",blanco,deportivo,automóvil,espalda
"Quiero estampado de dragón en zona centrado, color blanco, estilo deportivo",blanco,deportivo,dragón,centrado
"Quiero diseño de dragón en camiseta color blanco, estilo deportivo, ubicado en pecho",blanco,deportivo,dragón,pecho
"Camiseta de color blanco, diseño de dragón, estilo deportivo, zona esquina",blanco,deportivo,dragón,esquina
"Quiero una camiseta con diseño de dragón en estilo deportivo, color blanco, posición espalda",blanco,deportivo,dragón,espalda
Camiseta de color blanco con motivo deportivo de texto en la zona centrado,blanco,deportivo,texto,centrado
"Quiero diseño de texto en camiseta color blanco, estilo deportivo, ubicado en pecho",blanco,deportivo,texto,pecho
"Camiseta con estampado de texto, color principal blanco, estilo visual deportivo, zona esquina",blanco,deportivo,texto,esquina
"Diseñar camiseta: elemento gráfico texto, color blanco, estilo deportivo, ubicación espalda",blanco,deportivo,texto,espalda
"Diseño para camiseta: montaña en posición centrado, color blanco, estilo visual retro",blanco,retro,montaña,centrado
"Camiseta color blanco, estilo retro, con estampado de montaña en zona pecho",blanco,retro,montaña,pecho
"Camiseta color blanco, estilo retro, con estampado de montaña en zona esquina",blanco,retro,montaña,esquina
"Camiseta con estampado de montaña, color principal blanco, estilo visual retro, zona espalda",blanco,retro,montaña,espalda
"Quiero diseño de guitarra en camiseta color blanco, estilo retro, ubicado en centrado",blanco,retro,guitarra,centrado
"Diseño para camiseta: guitarra en posición pecho, color blanco, estilo visual retro",blanco,retro,guitarra,pecho
"Camiseta de color blanco, diseño de guitarra, estilo retro, zona esquina",blanco,retro,guitarra,esquina
"Diseñar camiseta: elemento gráfico guitarra, color blanco, estilo retro, ubicación espalda",blanco,retro,guitarra,espalda
"Diseño para camiseta: calavera en posición centrado, color blanco, estilo visual retro",blanco,retro,calavera,centrado
"Camiseta de color blanco, diseño de calavera, estilo retro, zona pecho",blanco,retro,calavera,pecho
"Diseño para camiseta: calavera en posición esquina, color blanco, estilo visual retro",blanco,retro,calavera,esquina
"Necesito una camiseta con gráfico de calavera en zona espalda, color blanco, estilo retro",blanco,retro,calavera,espalda
Camiseta de color blanco con motivo retro de lobo en la zona centrado,blanco,retro,lobo,centrado
Camiseta de color blanco con motivo retro de lobo en la zona pecho,blanco,retro,lobo,pecho
"Camiseta color blanco, estilo retro, con estampado de lobo en zona esquina",blanco,retro,lobo,esquina
"Necesito una camiseta con gráfico de lobo en zona espalda, color blanco, estilo retro",blanco,retro,lobo,espalda
"Diseño para camiseta: águila en posición centrado, color blanco, estilo visual retro",blanco,retro,águila,centrado
"Crear camiseta de estilo retro con motivo de águila en color blanco, zona pecho",blanco,retro,águila,pecho
"Crear camiseta de estilo retro con motivo de águila en color blanco, zona esquina",blanco,retro,águila,esquina
Camiseta de color blanco con motivo retro de águila en la zona espalda,blanco,retro,águila,espalda
"Quiero estampado de sol en zona centrado, color blanco, estilo retro",blanco,retro,sol,centrado
"Diseño de camiseta: gráfico de sol, color blanco, estilo retro, posición pecho",blanco,retro,sol,pecho
"Crear camiseta de estilo retro con motivo de sol en color blanco, zona esquina",blanco,retro,sol,esquina
