id,prompt,color,estilo,elemento,posicion
268,"Quiero estampado de árbol en zona espalda, color blanco, estilo vintage",blanco,vintage,árbol,espalda
269,"Camiseta color blanco, estilo vintage, con estampado de automóvil en zona centrado",blanco,vintage,automóvil,centrado
270,"Quiero una camiseta con diseño de automóvil en estilo vintage, color blanco, posición pecho",blanco,vintage,automóvil,pecho
271,"Camiseta con estampado de automóvil, color principal blanco, estilo visual vintage, zona esquina",blanco,vintage,automóvil,esquina
272,"Camiseta con estampado de automóvil, color principal blanco, estilo visual vintage, zona espalda",blanco,vintage,automóvil,espalda
273,"Quiero una camiseta con diseño de dragón en estilo vintage, color blanco, posición centrado",blanco,vintage,dragón,centrado
274,"Generar camiseta de estilo vintage, color blanco, imagen de dragón en zona pecho",blanco,vintage,dragón,pecho
275,"Camiseta de color blanco, diseño de dragón, estilo vintage, zona esquina",blanco,vintage,dragón,esquina
276,"Camiseta con imagen de dragón, color blanco, estilo vintage, posición espalda",blanco,vintage,dragón,espalda
277,"Quiero estampado de texto en zona centrado, color blanco, estilo vintage",blanco,vintage,texto,centrado
278,"Camiseta con estampado de texto, color principal blanco, estilo visual vintage, zona pecho",blanco,vintage,texto,pecho
279,"Camiseta con imagen de texto, color blanco, estilo vintage, posición esquina",blanco,vintage,texto,esquina
280,"Camiseta con estampado de texto, color principal blanco, estilo visual vintage, zona espalda",blanco,vintage,texto,espalda
281,"Camiseta de color blanco, diseño de montaña, estilo urbano, zona centrado",blanco,urbano,montaña,centrado
282,"Quiero una camiseta con diseño de montaña en estilo urbano, color blanco, posición pecho",blanco,urbano,montaña,pecho
283,"Crear camiseta de estilo urbano con motivo de montaña en color blanco, zona esquina",blanco,urbano,montaña,esquina
284,"Diseño de camiseta: gráfico de montaña, color blanco, estilo urbano, posición espalda",blanco,urbano,montaña,espalda
285,"Camiseta de color blanco, diseño de guitarra, estilo urbano, zona centrado",blanco,urbano,guitarra,centrado
286,"Camiseta con estampado de guitarra, color principal blanco, estilo visual urbano, zona pecho",blanco,urbano,guitarra,pecho
287,"Quiero una camiseta con diseño de guitarra en estilo urbano, color blanco, posición esquina",blanco,urbano,guitarra,esquina
288,"Camiseta de color blanco, diseño de guitarra, estilo urbano, zona espalda",blanco,urbano,guitarra,espalda
289,"Quiero diseño de calavera en camiseta color blanco, estilo urbano, ubicado en centrado",blanco,urbano,calavera,centrado
290,"Generar camiseta de estilo urbano, color blanco, imagen de calavera en zona pecho",blanco,urbano,calavera,pecho
291,"Quiero una camiseta con diseño de calavera en estilo urbano, color blanco, posición esquina",blanco,urbano,calavera,esquina
292,"Quiero estampado de calavera en zona espalda, color blanco, estilo urbano",blanco,urbano,calavera,espalda
293,"Camiseta con estampado de lobo, color principal blanco, estilo visual urbano, zona centrado",blanco,urbano,lobo,centrado
294,"Necesito una camiseta con gráfico de lobo en zona pecho, color blanco, estilo urbano",blanco,urbano,lobo,pecho
295,"Diseño de camiseta: gráfico de lobo, color blanco, estilo urbano, posición esquina",blanco,urbano,lobo,esquina
296,"Camiseta color blanco, estilo urbano, con estampado de lobo en zona espalda",blanco,urbano,lobo,espalda
297,"Camiseta con estampado de águila, color principal blanco, estilo visual urbano, zona centrado",blanco,urbano,águila,centrado
298,"Quiero estampado de águila en zona pecho, color blanco, estilo urbano",blanco,urbano,águila,pecho
299,"Diseñar camiseta: elemento gráfico águila, color blanco, estilo urbano, ubicación esquina",blanco,urbano,águila,esquina
300,"Crear camiseta de estilo urbano con motivo de águila en color blanco, zona espalda",blanco,urbano,águila,espalda
301,"Camiseta con imagen de sol, color blanco, estilo urbano, posición centrado",blanco,urbano,sol,centrado
302,"Camiseta con imagen de sol, color blanco, estilo urbano, posición pecho",blanco,urbano,sol,pecho
303,"Camiseta color blanco, estilo urbano, con estampado de sol en zona esquina",blanco,urbano,sol,esquina
304,"Camiseta con estampado de sol, color principal blanco, estilo visual urbano, zona espalda",blanco,urbano,sol,espalda
305,Camiseta de color blanco con motivo urbano de árbol en la zona centrado,blanco,urbano,árbol,centrado
306,"Camiseta color blanco, estilo urbano, con estampado de árbol en zona pecho",blanco,urbano,árbol,pecho
307,Camiseta de color blanco con motivo urbano de árbol en la zona esquina,blanco,urbano,árbol,esquina
308,"Diseño para camiseta: árbol en posición espalda, color blanco, estilo visual urbano",blanco,urbano,árbol,espalda
309,"Camiseta con estampado de automóvil, color principal blanco, estilo visual urbano, zona centrado",blanco,urbano,automóvil,centrado
310,"Quiero una camiseta con diseño de automóvil en estilo urbano, color blanco, posición pecho",blanco,urbano,automóvil,pecho
311,"Quiero una camiseta con diseño de automóvil en estilo urbano, color blanco, posición esquina",blanco,urbano,automóvil,esquina
312,"Diseño de camiseta: gráfico de automóvil, color blanco, estilo urbano, posición espalda",blanco,urbano,automóvil,espalda
313,"Diseño para camiseta: dragón en posición centrado, color blanco, estilo visual urbano",blanco,urbano,dragón,centrado
314,"Generar camiseta de estilo urbano, color blanco, imagen de dragón en zona pecho",blanco,urbano,dragón,pecho
315,"Diseño para camiseta: dragón en posición esquina, color blanco, estilo visual urbano",blanco,urbano,dragón,esquina
316,"Diseño para camiseta: dragón en posición espalda, color blanco, estilo visual urbano",blanco,urbano,dragón,espalda
317,"Camiseta color blanco, estilo urbano, con estampado de texto en zona centrado",blanco,urbano,texto,centrado
318,"Quiero diseño de texto en camiseta color blanco, estilo urbano, ubicado en pecho",blanco,urbano,texto,pecho
319,"Crear camiseta de estilo urbano con motivo de texto en color blanco, zona esquina",blanco,urbano,texto,esquina
320,"Camiseta de color blanco, diseño de texto, estilo urbano, zona espalda",blanco,urbano,texto,espalda
321,"Diseño de camiseta: gráfico de montaña, color blanco, estilo deportivo, posición centrado",blanco,deportivo,montaña,centrado
322,"Diseño de camiseta: gráfico de montaña, color blanco, estilo deportivo, posición pecho",blanco,deportivo,montaña,pecho
323,"Diseño de camiseta: gráfico de montaña, color blanco, estilo deportivo, posición esquina",blanco,deportivo,montaña,esquina
324,"Quiero una camiseta con diseño de montaña en estilo deportivo, color blanco, posición espalda",blanco,deportivo,montaña,espalda
325,"Camiseta de color blanco, diseño de guitarra, estilo deportivo, zona centrado",blanco,deportivo,guitarra,centrado
326,"Diseño para camiseta: guitarra en posición pecho, color blanco, estilo visual deportivo",blanco,deportivo,guitarra,pecho
327,"Crear camiseta de estilo deportivo con motivo de guitarra en color blanco, zona esquina",blanco,deportivo,guitarra,esquina
328,"Generar camiseta de estilo deportivo, color blanco, imagen de guitarra en zona espalda",blanco,deportivo,guitarra,espalda
329,Camiseta de color blanco con motivo deportivo de calavera en la zona centrado,blanco,deportivo,calavera,centrado
330,"Quiero diseño de calavera en camiseta color blanco, estilo deportivo, ubicado en pecho",blanco,deportivo,calavera,pecho
331,"Quiero una camiseta con diseño de calavera en estilo deportivo, color blanco, posición esquina",blanco,deportivo,calavera,esquina
332,"Camiseta con estampado de calavera, color principal blanco, estilo visual deportivo, zona espalda",blanco,deportivo,calavera,espalda
333,"Camiseta con estampado de lobo, color principal blanco, estilo visual deportivo, zona centrado",blanco,deportivo,lobo,centrado
334,"Camiseta con estampado de lobo, color principal blanco, estilo visual deportivo, zona pecho",blanco,deportivo,lobo,pecho
335,"Quiero estampado de lobo en zona esquina, color blanco, estilo deportivo",blanco,deportivo,lobo,esquina
336,"Camiseta color blanco, estilo deportivo, con estampado de lobo en zona espalda",blanco,deportivo,lobo,espalda
337,"Diseñar camiseta: elemento gráfico águila, color blanco, estilo deportivo, ubicación centrado",blanco,deportivo,águila,centrado
338,"Diseño para camiseta: águila en posición pecho, color blanco, estilo visual deportivo",blanco,deportivo,águila,pecho
339,"Diseñar camiseta: elemento gráfico águila, color blanco, estilo deportivo, ubicación esquina",blanco,deportivo,águila,esquina
340,"Necesito una camiseta con gráfico de águila en zona espalda, color blanco, estilo deportivo",blanco,deportivo,águila,espalda
341,"Camiseta color blanco, estilo deportivo, con estampado de sol en zona centrado",blanco,deportivo,sol,centrado
342,"Camiseta con estampado de sol, color principal blanco, estilo visual deportivo, zona pecho",blanco,deportivo,sol,pecho
343,"Quiero diseño de sol en camiseta color blanco, estilo deportivo, ubicado en esquina",blanco,deportivo,sol,esquina
344,"Quiero una camiseta con diseño de sol en estilo deportivo, color blanco, posición espalda",blanco,deportivo,sol,espalda
345,"Camiseta color blanco, estilo deportivo, con estampado de árbol en zona centrado",blanco,deportivo,árbol,centrado
346,Camiseta de color blanco con motivo deportivo de árbol en la zona pecho,blanco,deportivo,árbol,pecho
347,"Quiero diseño de árbol en camiseta color blanco, estilo deportivo, ubicado en esquina",blanco,deportivo,árbol,esquina
348,"Quiero diseño de árbol en camiseta color blanco, estilo deportivo, ubicado en espalda",blanco,deportivo,árbol,espalda
349,"Quiero estampado de automóvil en zona centrado, color blanco, estilo deportivo",blanco,deportivo,automóvil,centrado
350,"Quiero una camiseta con diseño de automóvil en estilo deportivo, color blanco, posición pecho",blanco,deportivo,automóvil,pecho
351,"Camiseta de color blanco, diseño de automóvil, estilo deportivo, zona esquina",blanco,deportivo,automóvil,esquina
352,"Diseño de camiseta: gráfico de automóvil, color blanco, estilo deportivo, posición espalda",blanco,deportivo,automóvil,espalda
353,"Quiero estampado de dragón en zona centrado, color blanco, estilo deportivo",blanco,deportivo,dragón,centrado
354,"Quiero diseño de dragón en camiseta color blanco, estilo deportivo, ubicado en pecho",blanco,deportivo,dragón,pecho
355,"Camiseta de color blanco, diseño de dragón, estilo deportivo, zona esquina",blanco,deportivo,dragón,esquina
356,"Quiero una camiseta con diseño de dragón en estilo deportivo, color blanco, posición espalda",blanco,deportivo,dragón,espalda
357,Camiseta de color blanco con motivo deportivo de texto en la zona centrado,blanco,deportivo,texto,centrado
358,"Quiero diseño de texto en camiseta color blanco, estilo deportivo, ubicado en pecho",blanco,deportivo,texto,pecho
359,"Camiseta con estampado de texto, color principal blanco, estilo visual deportivo, zona esquina",blanco,deportivo,texto,esquina
360,"Diseñar camiseta: elemento gráfico texto, color blanco, estilo deportivo, ubicación espalda",blanco,deportivo,texto,espalda
361,"Diseño para camiseta: montaña en posición centrado, color blanco, estilo visual retro",blanco,retro,montaña,centrado
362,"Camiseta color blanco, estilo retro, con estampado de montaña en zona pecho",blanco,retro,montaña,pecho
363,"Camiseta color blanco, estilo retro, con estampado de montaña en zona esquina",blanco,retro,montaña,esquina
364,"Camiseta con estampado de montaña, color principal blanco, estilo visual retro, zona espalda",blanco,retro,montaña,espalda
365,"Quiero diseño de guitarra en camiseta color blanco, estilo retro, ubicado en centrado",blanco,retro,guitarra,centrado
366,"Diseño para camiseta: guitarra en posición pecho, color blanco, estilo visual retro",blanco,retro,guitarra,pecho
367,"Camiseta de color blanco, diseño de guitarra, estilo retro, zona esquina",blanco,retro,guitarra,esquina
368,"Diseñar camiseta: elemento gráfico guitarra, color blanco, estilo retro, ubicación espalda",blanco,retro,guitarra,espalda
369,"Diseño para camiseta: calavera en posición centrado, color blanco, estilo visual retro",blanco,retro,calavera,centrado
370,"Camiseta de color blanco, diseño de calavera, estilo retro, zona pecho",blanco,retro,calavera,pecho
